l_orderkey int|l_partkey int|l_suppkey int|l_linenumber int|l_quantity float|l_extendedprice float|l_discount float|l_tax float|l_returnflag string(1)|l_linestatus string(1)|l_shipdate date|l_commitdate date|l_receiptdate date|l_shipinstruct string(25)|l_shipmode string(10)|l_comment string(44)
13095|178|5|4|34|36657.78|0.10|0.03|N|O|1996-08-25|1996-09-14|1996-09-02|TAKE BACK RETURN|TRUCK|ke against th|
13095|507|21|5|29|40817.50|0.10|0.08|N|O|1996-07-28|1996-09-15|1996-08-24|TAKE BACK RETURN|RAIL|iously iron|
13095|379|20|6|17|21749.29|0.07|0.06|N|O|1996-09-20|1996-09-18|1996-10-10|NONE|REG AIR|en ideas. deposits br|
13095|395|16|7|27|34975.53|0.05|0.00|N|O|1996-10-07|1996-08-21|1996-10-24|TAKE BACK RETURN|RAIL|affix carefully after the carefully pendin|
13120|187|17|1|44|47835.92|0.04|0.08|A|F|1994-12-21|1995-01-15|1995-01-03|COLLECT COD|MAIL|en pinto beans. fluffily special|
13120|341|6|2|22|27309.48|0.06|0.00|R|F|1995-03-14|1995-02-11|1995-04-08|NONE|MAIL|. requests cajole slyly. |
13121|319|7|1|50|60965.50|0.10|0.06|A|F|1993-03-26|1993-05-21|1993-03-31|DELIVER IN PERSON|TRUCK| blithely against the car|
13121|30|1|2|17|15810.51|0.08|0.06|R|F|1993-03-14|1993-05-20|1993-03-17|TAKE BACK RETURN|REG AIR| the even pin|
13121|517|8|3|1|1417.51|0.06|0.05|A|F|1993-06-17|1993-04-14|1993-06-28|NONE|AIR|ggedly. slyly ironic accou|
13121|449|30|4|44|59375.36|0.00|0.04|A|F|1993-05-01|1993-06-02|1993-05-07|NONE|MAIL|jole. sometimes ironic account|
13121|319|20|5|24|29263.44|0.01|0.07|R|F|1993-05-27|1993-04-12|1993-06-03|TAKE BACK RETURN|AIR|ts. express packages about the fur|
13121|227|18|6|11|12399.42|0.05|0.03|A|F|1993-06-23|1993-04-25|1993-07-11|NONE|MAIL|pending idea|
13121|74|24|7|18|17533.26|0.00|0.00|R|F|1993-07-01|1993-05-12|1993-07-10|COLLECT COD|MAIL|de of the unusual, regular packages ha|
13122|329|17|1|42|51631.44|0.08|0.08|A|F|1994-10-15|1994-11-28|1994-11-06|DELIVER IN PERSON|AIR|s the final |
13122|242|18|2|8|9137.92|0.09|0.02|A|F|1995-01-15|1994-11-23|1995-01-19|DELIVER IN PERSON|AIR|carefully |
13122|185|15|3|34|36896.12|0.05|0.06|A|F|1994-12-16|1994-12-09|1995-01-08|COLLECT COD|FOB|usly silent accounts wake slyly. |
13122|582|1|4|16|23721.28|0.00|0.08|A|F|1995-01-02|1994-12-15|1995-01-20|DELIVER IN PERSON|MAIL| ideas. blithely ironic |
13122|59|16|5|23|22058.15|0.01|0.08|A|F|1994-10-31|1994-10-30|1994-11-08|TAKE BACK RETURN|AIR|lar courts|
13123|462|19|1|11|14987.06|0.02|0.00|N|O|1998-10-05|1998-08-04|1998-10-27|DELIVER IN PERSON|REG AIR|ts sleep quickly blithe|
13123|443|6|2|13|17464.72|0.06|0.01|N|O|1998-09-17|1998-08-17|1998-10-16|TAKE BACK RETURN|AIR|ously final forges use blithely a|
13123|96|7|3|37|36855.33|0.09|0.03|N|O|1998-10-28|1998-09-04|1998-11-25|COLLECT COD|MAIL|al foxes affix furiously ironic accounts|
13123|501|15|4|50|70075.00|0.04|0.07|N|O|1998-07-21|1998-08-30|1998-07-31|TAKE BACK RETURN|MAIL|ts nag according |
13123|470|5|5|16|21927.52|0.03|0.08|N|O|1998-08-22|1998-08-13|1998-09-02|NONE|MAIL|to beans. quickly final accounts ar|
13123|157|8|6|18|19028.70|0.09|0.03|N|O|1998-09-21|1998-08-15|1998-10-19|DELIVER IN PERSON|TRUCK|ns sleep furiously. furiously bold |
13123|113|24|7|4|4052.44|0.08|0.01|N|O|1998-08-12|1998-09-09|1998-08-21|TAKE BACK RETURN|TRUCK|egular dependencies are carefully. slyly|
13124|89|27|1|28|27694.24|0.03|0.07|A|F|1994-01-18|1994-01-27|1994-01-28|NONE|REG AIR|y express patterns|
13124|461|4|2|12|16337.52|0.06|0.04|A|F|1994-02-23|1994-02-06|1994-03-24|TAKE BACK RETURN|SHIP|ld ideas. quickly regular |
13124|202|23|3|4|4408.80|0.09|0.06|A|F|1994-04-04|1994-02-26|1994-04-09|NONE|AIR|into beans. daring theodolites cajole s|
13125|446|9|1|16|21543.04|0.06|0.04|R|F|1994-03-07|1994-02-18|1994-03-27|DELIVER IN PERSON|RAIL|structions wake. exp|
13125|364|5|2|2|2528.72|0.01|0.05|R|F|1994-04-10|1994-02-04|1994-04-18|NONE|REG AIR|ies wake blithely ironic d|
13125|29|7|3|25|23225.50|0.05|0.05|A|F|1994-02-19|1994-03-03|1994-02-23|DELIVER IN PERSON|SHIP| the blithely bold pi|
13125|274|7|4|41|48145.07|0.06|0.06|A|F|1994-01-18|1994-01-22|1994-02-03|DELIVER IN PERSON|FOB|ncies haggle alongsid|
13125|459|2|5|27|36705.15|0.08|0.03|A|F|1994-02-03|1994-02-18|1994-02-06|NONE|TRUCK| dependencies. re|
13125|12|13|6|27|24624.27|0.01|0.01|A|F|1994-04-05|1994-02-04|1994-04-17|TAKE BACK RETURN|SHIP|iously final courts. slyly special acc|
13125|161|6|7|4|4244.64|0.08|0.00|A|F|1994-01-23|1994-02-16|1994-02-21|COLLECT COD|TRUCK|lithely carefull|
13126|436|8|1|50|66821.50|0.10|0.08|N|O|1996-02-12|1995-12-22|1996-02-26|DELIVER IN PERSON|FOB|luffily furiously final a|
13126|470|5|2|16|21927.52|0.08|0.02|N|O|1995-12-13|1996-01-02|1995-12-28|COLLECT COD|SHIP|r accounts about the |
13126|235|10|3|2|2270.46|0.02|0.00|N|O|1995-12-09|1995-12-09|1995-12-26|DELIVER IN PERSON|TRUCK|lar deposits cajole carefully carefu|
13126|441|22|4|11|14755.84|0.10|0.04|N|O|1995-12-13|1996-01-12|1996-01-12|COLLECT COD|SHIP|es. slyly iron|
13126|325|26|5|26|31858.32|0.02|0.04|N|O|1995-12-05|1996-01-16|1995-12-23|DELIVER IN PERSON|TRUCK|o beans haggle quickly |
13127|342|13|1|40|49693.60|0.07|0.00|R|F|1993-09-06|1993-10-30|1993-09-25|COLLECT COD|FOB|tes. furiously special asympt|
13152|512|3|1|40|56500.40|0.00|0.01|R|F|1994-04-12|1994-04-27|1994-04-17|COLLECT COD|MAIL|ts. slyly special accounts sleep agai|
13152|373|14|2|47|59848.39|0.08|0.06|R|F|1994-03-13|1994-05-16|1994-03-19|NONE|MAIL|ns wake carefull|
13152|28|13|3|24|22272.48|0.05|0.06|A|F|1994-04-16|1994-04-01|1994-05-15|COLLECT COD|MAIL|ests along the regular accounts caj|
13152|260|6|4|48|55692.48|0.01|0.06|A|F|1994-02-18|1994-04-25|1994-02-23|COLLECT COD|FOB|usual pinto beans|
13152|71|30|5|47|45640.29|0.07|0.08|R|F|1994-05-07|1994-03-29|1994-05-25|NONE|RAIL| gifts cajole unusual |
13153|526|17|1|23|32809.96|0.06|0.07|N|O|1997-01-26|1997-01-23|1997-02-06|DELIVER IN PERSON|RAIL|nts integrate carefully. |
13153|341|30|2|7|8689.38|0.04|0.06|N|O|1996-12-03|1997-01-16|1997-01-01|NONE|FOB|eep quickly quickly daring foxes; slyly reg|
13153|478|29|3|22|30326.34|0.04|0.00|N|O|1997-02-04|1997-01-10|1997-03-01|TAKE BACK RETURN|SHIP|er. furiously unusu|
13153|174|7|4|13|13964.21|0.01|0.05|N|O|1997-03-03|1997-01-08|1997-03-06|DELIVER IN PERSON|AIR|s thrash. regular acco|
13153|363|4|5|32|40427.52|0.03|0.04|N|O|1997-02-28|1997-01-14|1997-03-13|TAKE BACK RETURN|FOB|onic courts affix instruct|
13153|184|5|6|21|22767.78|0.04|0.07|N|O|1997-03-07|1996-12-11|1997-04-01|COLLECT COD|SHIP|sely ironic requests sleep. furiously exp|
13154|49|14|1|42|39859.68|0.09|0.05|N|O|1997-12-03|1998-01-02|1997-12-27|TAKE BACK RETURN|MAIL| careful pi|
13154|145|26|2|31|32399.34|0.04|0.03|N|O|1997-11-02|1997-12-26|1997-11-25|TAKE BACK RETURN|SHIP|hely requests! quickly express asymptotes |
13154|127|30|3|33|33894.96|0.04|0.05|N|O|1997-11-12|1997-11-21|1997-12-06|NONE|MAIL|t the carefully|
13154|561|7|4|10|14615.60|0.03|0.05|N|O|1998-02-07|1997-12-09|1998-02-11|COLLECT COD|REG AIR|, ironic ideas haggle en|
13154|40|11|5|45|42301.80|0.01|0.07|N|O|1998-02-09|1998-01-06|1998-02-26|COLLECT COD|RAIL|s among the furiously express|
13154|181|11|6|34|36760.12|0.10|0.05|N|O|1997-12-12|1997-11-25|1997-12-30|NONE|AIR|ns sleep sometimes? regular, silent |
13154|472|7|7|29|39801.63|0.07|0.05|N|O|1998-01-06|1997-11-26|1998-01-30|COLLECT COD|FOB|lets. caref|
13155|91|2|1|5|4955.45|0.06|0.01|N|O|1996-07-15|1996-08-27|1996-07-22|DELIVER IN PERSON|AIR|haggle slyly final hockey pla|
13155|525|4|2|16|22808.32|0.04|0.06|N|O|1996-07-18|1996-08-25|1996-07-27|DELIVER IN PERSON|FOB|ress instructions nag after the |
13155|109|10|3|12|12109.20|0.10|0.02|N|O|1996-06-20|1996-08-05|1996-07-14|COLLECT COD|FOB|es cajole. regular foxes cajole care|
13155|339|10|4|24|29743.92|0.05|0.01|N|O|1996-10-13|1996-08-15|1996-11-09|TAKE BACK RETURN|SHIP| packages affix carefully.|
13155|160|17|5|23|24383.68|0.08|0.08|N|O|1996-10-13|1996-09-04|1996-10-18|TAKE BACK RETURN|REG AIR|g deposits cajole |
13155|78|7|6|31|30320.17|0.08|0.07|N|O|1996-07-24|1996-07-30|1996-07-31|DELIVER IN PERSON|TRUCK|e the slyly unusual deposits. regular,|
13155|519|4|7|35|49682.85|0.10|0.02|N|O|1996-07-18|1996-07-18|1996-07-27|COLLECT COD|RAIL|s. carefully even deposits afte|
13156|83|24|1|4|3932.32|0.05|0.06|N|O|1996-01-02|1995-11-14|1996-01-31|NONE|SHIP|nag. furiously ironic depen|
13156|566|27|2|22|32264.32|0.03|0.00|N|O|1995-12-03|1995-12-18|1995-12-07|TAKE BACK RETURN|AIR|the always regular platelets. stealth|
13156|489|19|3|48|66695.04|0.08|0.08|N|O|1996-01-16|1995-11-27|1996-02-15|NONE|REG AIR|lly quickl|
13156|84|25|4|32|31490.56|0.10|0.06|N|O|1995-12-20|1995-11-12|1996-01-02|COLLECT COD|SHIP|ess, unusual req|
13156|88|8|5|26|25690.08|0.09|0.02|N|O|1996-01-04|1995-12-15|1996-01-13|COLLECT COD|REG AIR|eposits along th|
13157|448|2|1|29|39104.76|0.01|0.08|R|F|1992-03-20|1992-05-03|1992-04-19|COLLECT COD|FOB|ccording to the furiously thin packages.|
13157|546|7|2|13|18805.02|0.09|0.07|R|F|1992-06-12|1992-03-19|1992-06-26|DELIVER IN PERSON|REG AIR|ages wake even accou|
13157|336|1|3|34|42035.22|0.07|0.04|R|F|1992-03-17|1992-03-19|1992-03-28|COLLECT COD|REG AIR|ding pinto|
13157|430|14|4|47|62530.21|0.04|0.02|R|F|1992-03-09|1992-04-04|1992-03-14|NONE|FOB|n requests boost|
13157|438|1|5|33|44168.19|0.03|0.04|R|F|1992-04-05|1992-05-02|1992-04-11|COLLECT COD|RAIL|fluffily. fluffily ironic deposits are car|
13157|31|2|6|41|38172.23|0.04|0.07|A|F|1992-02-18|1992-04-13|1992-02-23|DELIVER IN PERSON|FOB|ackages. slyly even requests|
13157|76|26|7|26|25377.82|0.08|0.08|A|F|1992-05-11|1992-04-14|1992-05-14|COLLECT COD|RAIL|kages nod furiously expr|
13158|262|8|1|49|56950.74|0.10|0.07|A|F|1992-12-08|1993-01-10|1992-12-18|NONE|FOB|s. fluffily pending idea|
13158|397|8|2|24|31137.36|0.06|0.04|R|F|1993-03-22|1993-01-28|1993-03-27|COLLECT COD|MAIL|furiously against the iron|
13158|268|14|3|13|15187.38|0.08|0.08|R|F|1993-01-09|1993-02-08|1993-02-08|TAKE BACK RETURN|MAIL|equests affix|
13158|148|21|4|2|2096.28|0.07|0.03|R|F|1992-12-14|1992-12-28|1992-12-26|DELIVER IN PERSON|REG AIR|uriously even account|
13158|585|4|5|32|47538.56|0.06|0.08|R|F|1993-01-23|1993-01-21|1993-02-06|DELIVER IN PERSON|RAIL|y ironic asymptotes haggle pending,|
13159|300|3|1|50|60015.00|0.02|0.05|N|O|1996-12-25|1997-02-14|1997-01-21|DELIVER IN PERSON|AIR|t, regular pinto beans nag |
13159|546|22|2|26|37610.04|0.09|0.04|N|O|1996-12-20|1997-02-27|1997-01-13|TAKE BACK RETURN|FOB|ckly final somas. deposits af|
13159|393|4|3|12|15520.68|0.10|0.01|N|O|1997-02-20|1997-01-29|1997-03-14|DELIVER IN PERSON|FOB| affix furiously. flu|
13159|174|25|4|16|17186.72|0.07|0.02|N|O|1997-02-22|1997-01-14|1997-03-13|COLLECT COD|MAIL|etween the quickly sp|
13184|588|15|1|12|17862.96|0.06|0.04|N|O|1998-05-01|1998-06-18|1998-05-14|TAKE BACK RETURN|MAIL|s wake ruthlessly. furiou|
13185|197|1|1|26|28526.94|0.06|0.07|N|O|1997-11-12|1997-09-11|1997-11-18|DELIVER IN PERSON|RAIL|lites use furiously. furiously unusual es|
13185|309|1|2|30|36279.00|0.01|0.05|N|O|1997-09-14|1997-09-07|1997-10-02|NONE|AIR|old dugouts use fur|
13185|153|4|3|49|51604.35|0.08|0.00|N|O|1997-08-15|1997-09-17|1997-08-28|TAKE BACK RETURN|SHIP| deposits wake blithely|
13185|256|17|4|44|50875.00|0.00|0.03|N|O|1997-09-24|1997-09-24|1997-09-27|NONE|REG AIR|gside of the reg|
13185|581|30|5|6|8889.48|0.08|0.04|N|O|1997-11-11|1997-08-15|1997-11-13|NONE|FOB|ideas wake|
13185|345|16|6|30|37360.20|0.01|0.06|N|O|1997-09-23|1997-10-08|1997-09-27|NONE|TRUCK|lithely pending instructions. even idea|
13185|371|20|7|40|50854.80|0.08|0.05|N|O|1997-10-12|1997-08-21|1997-10-14|COLLECT COD|TRUCK|accounts haggle |
13186|134|26|1|42|43433.46|0.01|0.05|N|O|1996-12-20|1996-11-20|1996-12-23|NONE|AIR|posits again|
13186|153|28|2|21|22116.15|0.07|0.03|N|O|1996-10-22|1996-10-30|1996-11-19|NONE|MAIL|en requests cajole slyly ag|
13186|495|16|3|18|25118.82|0.08|0.04|N|O|1996-11-11|1996-11-27|1996-11-28|DELIVER IN PERSON|REG AIR|dolphins could boost careful|
13186|441|4|4|35|46950.40|0.04|0.06|N|O|1996-09-29|1996-11-30|1996-10-16|NONE|REG AIR|ecial requests. special, regular acc|
13186|340|17|5|43|53334.62|0.06|0.04|N|O|1996-10-04|1996-11-22|1996-10-16|NONE|TRUCK|c packages wake blithely about the bold |
13187|133|6|1|24|24795.12|0.08|0.07|R|F|1994-02-01|1994-02-18|1994-02-08|DELIVER IN PERSON|TRUCK|yly unusual |
13187|37|8|2|38|35607.14|0.10|0.08|R|F|1994-01-01|1994-01-12|1994-01-12|COLLECT COD|TRUCK|sts. enticingly ironic requests about t|
13187|274|23|3|5|5871.35|0.05|0.05|A|F|1994-01-28|1994-02-21|1994-01-29|TAKE BACK RETURN|AIR|efully iro|
13188|535|8|1|26|37323.78|0.10|0.04|N|O|1998-08-27|1998-09-28|1998-09-18|COLLECT COD|MAIL|lly ironic instruc|
13188|288|7|2|18|21389.04|0.08|0.03|N|O|1998-09-03|1998-09-10|1998-09-09|TAKE BACK RETURN|MAIL|ests. blithely final accounts ar|
13188|468|19|3|16|21895.36|0.04|0.02|N|O|1998-10-03|1998-10-06|1998-10-17|TAKE BACK RETURN|RAIL|. carefully regular ac|
13189|407|18|1|2|2614.80|0.06|0.00|A|F|1995-06-04|1995-07-02|1995-06-09|NONE|SHIP|heodolites affix evenly. final, iro|
13190|566|12|1|14|20531.84|0.02|0.01|N|O|1998-07-21|1998-08-01|1998-07-31|DELIVER IN PERSON|RAIL|out the careful|
13191|301|2|1|21|25227.30|0.09|0.05|N|O|1998-03-09|1998-03-24|1998-03-27|DELIVER IN PERSON|REG AIR|ully ironic dugouts a|
13191|561|22|2|41|59923.96|0.06|0.03|N|O|1998-01-01|1998-02-05|1998-01-29|DELIVER IN PERSON|SHIP|ly final theod|
13191|245|6|3|33|37792.92|0.03|0.05|N|O|1998-04-09|1998-02-09|1998-04-14|NONE|SHIP|riously packa|
13191|249|25|4|29|33327.96|0.07|0.03|N|O|1997-12-29|1998-03-21|1998-01-26|NONE|TRUCK| express deposits. ironic ideas solve a|
13191|253|29|5|24|27678.00|0.03|0.02|N|O|1998-02-13|1998-02-02|1998-03-04|DELIVER IN PERSON|MAIL|ainst the packages haggle slyly quickly eve|
13191|184|14|6|48|52040.64|0.09|0.02|N|O|1998-02-04|1998-03-21|1998-02-25|COLLECT COD|AIR|uffily silent exc|
13191|324|16|7|28|34280.96|0.03|0.07|N|O|1998-01-12|1998-02-03|1998-01-30|TAKE BACK RETURN|MAIL|ix carefully along the bravely even packa|
13216|448|2|1|27|36407.88|0.10|0.06|A|F|1992-05-31|1992-06-19|1992-06-05|COLLECT COD|FOB|ithely ironic |
13216|536|21|2|37|53151.61|0.06|0.05|R|F|1992-05-29|1992-07-01|1992-06-01|DELIVER IN PERSON|RAIL|gle slyly pending, bold excuses.|
13217|139|1|1|50|51956.50|0.07|0.06|N|O|1997-09-27|1997-11-11|1997-10-21|NONE|TRUCK|ular requests detect |
13218|81|1|1|36|35318.88|0.07|0.01|A|F|1994-08-06|1994-08-14|1994-08-27|DELIVER IN PERSON|SHIP|slyly regular pi|
13218|398|19|2|20|25967.80|0.00|0.08|A|F|1994-05-18|1994-06-20|1994-05-25|NONE|REG AIR|nic courts. blithely pend|
13218|173|18|3|30|32195.10|0.07|0.04|R|F|1994-07-12|1994-07-07|1994-07-22|DELIVER IN PERSON|REG AIR|ular instructions|
13218|543|4|4|49|70733.46|0.06|0.00|A|F|1994-08-03|1994-07-05|1994-08-11|DELIVER IN PERSON|RAIL|fts sleep slyly |
13218|490|20|5|14|19466.86|0.09|0.01|R|F|1994-08-25|1994-07-26|1994-09-23|NONE|REG AIR|instructions. bold, fluffy pea|
13218|205|26|6|2|2210.40|0.02|0.04|A|F|1994-08-03|1994-07-10|1994-09-01|DELIVER IN PERSON|RAIL|packages cajole carefully accordi|
13219|269|30|1|21|24554.46|0.01|0.02|N|O|1998-01-30|1998-01-05|1998-02-05|TAKE BACK RETURN|FOB|lets boost fluffily. furiousl|
13219|158|3|2|43|45500.45|0.04|0.04|N|O|1997-12-27|1997-12-09|1998-01-16|NONE|SHIP|ironic pinto beans are along the careful|
13219|285|16|3|29|34373.12|0.00|0.06|N|O|1997-11-02|1997-12-08|1997-11-30|TAKE BACK RETURN|TRUCK|carefully blithely bold deposits|
13219|490|20|4|23|31981.27|0.10|0.07|N|O|1997-12-08|1997-11-29|1997-12-27|DELIVER IN PERSON|FOB|y. even, bol|
13220|306|28|1|30|36189.00|0.01|0.06|N|O|1998-10-23|1998-10-23|1998-11-13|DELIVER IN PERSON|MAIL|odolites sleep. express instructions g|
13220|18|3|2|1|918.01|0.01|0.03|N|O|1998-11-16|1998-08-30|1998-12-12|NONE|MAIL|ts. idle courts wake blithely. slyly u|
13220|356|21|3|22|27639.70|0.02|0.06|N|O|1998-09-07|1998-08-30|1998-09-26|COLLECT COD|MAIL|y unusual packages. fur|
13220|75|16|4|9|8775.63|0.05|0.01|N|O|1998-09-12|1998-10-10|1998-10-02|COLLECT COD|RAIL|ar deposits. even hockey pla|
13220|189|19|5|44|47923.92|0.01|0.05|N|O|1998-10-06|1998-09-14|1998-10-08|DELIVER IN PERSON|SHIP|lly atop the slyly special requests. caref|
13221|306|11|1|20|24126.00|0.03|0.06|N|O|1995-11-09|1996-01-09|1995-11-13|TAKE BACK RETURN|AIR|excuses. car|
13221|242|18|2|22|25129.28|0.10|0.07|N|O|1996-01-18|1995-12-18|1996-02-04|COLLECT COD|AIR| somas. quickly express decoys n|
13221|171|4|3|34|36419.78|0.00|0.03|N|O|1995-12-24|1995-11-15|1996-01-22|DELIVER IN PERSON|TRUCK|cross the ironic|
13222|428|12|1|20|26568.40|0.06|0.07|N|O|1997-07-29|1997-06-10|1997-08-24|COLLECT COD|TRUCK|c accounts. bold foxes use c|
13222|44|23|2|10|9440.40|0.07|0.00|N|O|1997-06-17|1997-07-12|1997-07-14|TAKE BACK RETURN|TRUCK|fully bold packages. even,|
13222|97|18|3|35|34898.15|0.03|0.07|N|O|1997-05-19|1997-07-08|1997-05-30|DELIVER IN PERSON|RAIL|nstructions boost furio|
13222|301|19|4|14|16818.20|0.05|0.06|N|O|1997-06-02|1997-07-16|1997-06-07|NONE|FOB|along the packages was blithely e|
13223|200|30|1|30|33006.00|0.06|0.04|N|O|1996-08-22|1996-10-14|1996-09-07|NONE|SHIP|slyly above the slyly bo|
13248|395|16|1|10|12953.90|0.08|0.07|N|O|1997-05-12|1997-04-15|1997-05-13|TAKE BACK RETURN|AIR|et theodolites n|
13248|112|3|2|18|18217.98|0.03|0.02|N|O|1997-05-09|1997-03-07|1997-05-24|TAKE BACK RETURN|FOB|elets. furiousl|
13248|44|1|3|5|4720.20|0.08|0.07|N|O|1997-03-02|1997-04-03|1997-03-30|DELIVER IN PERSON|MAIL|slow deposits det|
13249|193|10|1|38|41541.22|0.03|0.05|N|O|1997-09-06|1997-09-27|1997-09-25|TAKE BACK RETURN|RAIL|e sometimes |
13249|447|10|2|24|32338.56|0.08|0.01|N|O|1997-08-14|1997-10-02|1997-08-18|COLLECT COD|TRUCK|inal packages above the final p|
13249|430|2|3|14|18626.02|0.10|0.08|N|O|1997-09-19|1997-09-17|1997-10-07|DELIVER IN PERSON|REG AIR| lose slyly quickly eve|
13249|166|23|4|26|27720.16|0.04|0.00|N|O|1997-10-20|1997-08-19|1997-10-21|COLLECT COD|TRUCK|lites. ironic, even d|
13249|292|25|5|37|44114.73|0.10|0.08|N|O|1997-11-01|1997-09-24|1997-11-22|DELIVER IN PERSON|MAIL|sly pending warho|
13249|353|30|6|6|7520.10|0.08|0.04|N|O|1997-08-02|1997-10-04|1997-08-13|TAKE BACK RETURN|FOB|hely unusua|
13249|540|25|7|2|2881.08|0.04|0.05|N|O|1997-10-07|1997-09-26|1997-11-04|TAKE BACK RETURN|AIR|ously sile|
13250|115|6|1|33|33498.63|0.08|0.06|N|O|1997-09-26|1997-10-27|1997-10-19|TAKE BACK RETURN|RAIL|ts. unusual, silent accounts sleep. furiou|
13250|249|25|2|2|2298.48|0.09|0.05|N|O|1997-09-25|1997-11-16|1997-10-17|TAKE BACK RETURN|RAIL|longside of the fi|
13250|562|13|3|37|54114.72|0.09|0.07|N|O|1997-09-12|1997-09-29|1997-09-24|NONE|TRUCK| above the furiou|
13250|345|10|4|4|4981.36|0.03|0.05|N|O|1997-10-12|1997-10-22|1997-10-29|TAKE BACK RETURN|AIR|ckly theodol|
13250|486|7|5|16|22183.68|0.05|0.06|N|O|1997-11-13|1997-09-30|1997-12-10|TAKE BACK RETURN|SHIP| cajole furiously after th|
13250|76|26|6|4|3904.28|0.04|0.05|N|O|1997-10-07|1997-11-02|1997-10-09|TAKE BACK RETURN|RAIL|ainst the carefully pending pac|
13251|555|11|1|33|48033.15|0.08|0.07|N|O|1997-07-18|1997-05-23|1997-08-02|TAKE BACK RETURN|SHIP|r packages use along |
13251|62|12|2|14|13468.84|0.02|0.06|N|O|1997-05-20|1997-06-03|1997-05-21|DELIVER IN PERSON|TRUCK|old requests nag|
13251|381|11|3|12|15376.56|0.03|0.04|N|O|1997-03-29|1997-05-01|1997-04-19|COLLECT COD|FOB|dolites across the p|
13251|326|18|4|24|29431.68|0.01|0.03|N|O|1997-04-05|1997-04-29|1997-04-30|TAKE BACK RETURN|SHIP|nd furiously regular p|
13251|208|12|5|8|8865.60|0.10|0.04|N|O|1997-07-18|1997-05-03|1997-08-16|COLLECT COD|MAIL|ke. blithely silent requests kindle car|
13252|151|26|1|9|9460.35|0.10|0.04|R|F|1994-06-28|1994-05-18|1994-07-02|COLLECT COD|MAIL|! quickly regular the|
13252|438|19|2|18|24091.74|0.04|0.03|R|F|1994-05-31|1994-05-06|1994-06-06|NONE|TRUCK| unusual ideas use. packag|
13252|174|19|3|50|53708.50|0.10|0.05|A|F|1994-05-17|1994-06-21|1994-06-08|TAKE BACK RETURN|REG AIR|press pinto beans. platel|
13252|49|6|4|32|30369.28|0.10|0.06|R|F|1994-05-15|1994-06-04|1994-06-06|DELIVER IN PERSON|FOB|ts wake. quickly special|
13252|389|30|5|18|23208.84|0.03|0.08|A|F|1994-06-09|1994-04-23|1994-07-01|COLLECT COD|REG AIR|press foxes. sly|
13252|306|11|6|3|3618.90|0.08|0.00|A|F|1994-06-28|1994-04-29|1994-07-24|NONE|RAIL| haggle furiously. even accounts affix slyl|
13253|553|4|1|42|61049.10|0.07|0.06|N|O|1997-02-05|1996-12-13|1997-03-02|NONE|REG AIR|haggle. final, special epita|
13253|457|22|2|28|38008.60|0.00|0.05|N|O|1997-01-28|1997-01-12|1997-02-02|COLLECT COD|SHIP|cies affix quickly deposits. bl|
13253|545|1|3|16|23128.64|0.06|0.00|N|O|1996-11-05|1996-12-22|1996-11-17|NONE|AIR|cuses above the regular,|
13253|477|28|4|18|24794.46|0.10|0.08|N|O|1996-11-17|1997-01-03|1996-12-01|NONE|FOB|requests sleep furiously. final|
13253|361|21|5|50|63068.00|0.03|0.07|N|O|1996-12-17|1996-12-12|1996-12-19|COLLECT COD|SHIP|sleep around th|
13253|429|22|6|4|5317.68|0.01|0.00|N|O|1996-12-28|1997-01-01|1997-01-04|NONE|REG AIR|ng the blithely regular id|
13253|540|13|7|30|43216.20|0.10|0.06|N|O|1997-01-20|1996-12-05|1997-02-04|DELIVER IN PERSON|MAIL| furiously near the carefully iron|
13254|309|10|1|49|59255.70|0.09|0.00|N|O|1998-04-08|1998-03-25|1998-05-03|COLLECT COD|SHIP|regular deposits are after the|
13254|241|17|2|46|52497.04|0.10|0.03|N|O|1998-03-17|1998-04-25|1998-04-02|TAKE BACK RETURN|MAIL| bold plat|
13254|298|15|3|37|44336.73|0.02|0.01|N|O|1998-03-11|1998-05-13|1998-04-10|TAKE BACK RETURN|SHIP|er the furiously ironic frays? |
13254|127|8|4|12|12325.44|0.01|0.06|N|O|1998-05-19|1998-03-25|1998-06-12|NONE|AIR|ously. fluffily unusual de|
13254|370|11|5|4|5081.48|0.08|0.04|N|O|1998-03-01|1998-04-08|1998-03-18|TAKE BACK RETURN|MAIL|usual, bold requests boost. furiou|
13255|537|16|1|8|11500.24|0.09|0.08|A|F|1993-11-05|1993-09-06|1993-11-25|COLLECT COD|MAIL|hely ironic pinto beans haggle|
13255|491|28|2|18|25046.82|0.10|0.03|R|F|1993-07-25|1993-09-10|1993-07-30|TAKE BACK RETURN|TRUCK|equests. blithely pending deposit|
13255|422|15|3|8|10579.36|0.09|0.02|A|F|1993-09-30|1993-08-24|1993-10-22|COLLECT COD|TRUCK| slyly; furiously bold|
13255|89|18|4|39|38574.12|0.07|0.00|A|F|1993-10-15|1993-09-09|1993-10-26|DELIVER IN PERSON|AIR|ly pending packages impress of the expr|
13255|322|23|5|22|26891.04|0.02|0.04|A|F|1993-11-11|1993-10-03|1993-11-16|COLLECT COD|FOB|osits nag carefully after |
13280|429|10|1|24|31906.08|0.08|0.02|A|F|1994-12-19|1994-11-18|1995-01-10|COLLECT COD|AIR|iously reg|
